id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
105,Emma,Wilson,Clark,32,female,emma.wilson@x.dummyjson.com,+49 933-975-3236,emmac,emmacpass,1993-6-2,https://dummyjson.com/icon/emmac/128,O+,164.59,97.44,Gray,"{'color': 'Brown', 'type': 'Straight'}",23.240.162.228,"{'address': '888 Lincoln Street', 'city': 'New York', 'state': 'Kansas', 'stateCode': 'KS', 'postalCode': '85313', 'coordinates': {'lat': 64.320835, 'lng': -25.984113}, 'country': 'United States'}",64:a6:72:4d:9e:79,Tufts University,"{'cardExpire': '03/30', 'cardNumber': '6011728212195820', 'cardType': 'Discover', 'currency': 'CNY', 'iban': 'DE03754619165111286589'}","{'department': 'Sales', 'name': 'Nienow - Fritsch', 'title': 'Software Engineer', 'address': {'address': '1302 Adams Street', 'city': 'San Francisco', 'state': 'Alaska', 'stateCode': 'AK', 'postalCode': '39028', 'coordinates': {'lat': -78.519188, 'lng': -144.614396}, 'country': 'United States'}}",108-918,690-817-970,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
106,David,Martinez,,40,male,david.martinez@x.dummyjson.com,+1 846-350-3024,davidm,davidmpass,1985-6-11,https://dummyjson.com/icon/davidm/128,O+,159.35,88.58,Gray,"{'color': 'Red', 'type': 'Kinky'}",50.111.18.40,"{'address': '510 Pine Street', 'city': 'Seattle', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '75448', 'coordinates': {'lat': -70.300461, 'lng': -43.907001}, 'country': 'United States'}",b:2c:b2:76:6e:e,University of Texas--Austin,"{'cardExpire': '01/30', 'cardNumber': '3543683023231831', 'cardType': 'JCB', 'currency': 'CNY', 'iban': 'DE64786601731141248019'}","{'department': 'Legal', 'name': 'Dickens, Tremblay and Quigley', 'title': 'Chief Operating Officer', 'address': {'address': '1096 Elm Street', 'city': 'Seattle', 'state': 'North Dakota', 'stateCode': 'ND', 'postalCode': '58765', 'coordinates': {'lat': -40.116594, 'lng': 159.143708}, 'country': 'United States'}}",912-638,711-478-195,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
107,Olivia,Anderson,Harris,30,female,olivia.anderson@x.dummyjson.com,+44 952-688-2836,oliviah,oliviahpass,1995-6-23,https://dummyjson.com/icon/oliviah/128,B+,155.22,99.18,Brown,"{'color': 'Blue', 'type': 'Wavy'}",209.171.160.250,"{'address': '466 Cedar Street', 'city': 'Houston', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '37773', 'coordinates': {'lat': -41.687661, 'lng': 162.81871}, 'country': 'United States'}",a0:c1:a8:38:da:2c,Boston University,"{'cardExpire': '05/29', 'cardNumber': '5352159445468371', 'cardType': 'Mastercard', 'currency': 'PKR', 'iban': 'DE17571141744410142594'}","{'department': 'Legal', 'name': 'Okuneva Group', 'title': 'Engineer', 'address': {'address': '1466 Third Street', 'city': 'Los Angeles', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '26033', 'coordinates': {'lat': 74.988123, 'lng': 14.189715}, 'country': 'United States'}}",892-707,430-178-552,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
108,James,Garcia,,46,male,james.garcia@x.dummyjson.com,+1 958-844-1106,jamesg,jamesgpass,1979-11-29,https://dummyjson.com/icon/jamesg/128,A-,175.44,67.27,Green,"{'color': 'Red', 'type': 'Wavy'}",9.23.123.103,"{'address': '41 Maple Street', 'city': 'Washington', 'state': 'Maryland', 'stateCode': 'MD', 'postalCode': '54618', 'coordinates': {'lat': 18.738768, 'lng': 174.881955}, 'country': 'United States'}",11:ea:1d:70:da:c6,University of Notre Dame,"{'cardExpire': '05/30', 'cardNumber': '370634287580201', 'cardType': 'American Express', 'currency': 'USD', 'iban': 'DE50949809039314684438'}","{'department': 'Product Management', 'name': 'West, Jast and Balistreri', 'title': 'Systems Analyst', 'address': {'address': '417 Third Street', 'city': 'Fort Worth', 'state': 'Michigan', 'stateCode': 'MI', 'postalCode': '78107', 'coordinates': {'lat': -39.824538, 'lng': -120.251854}, 'country': 'United States'}}",744-573,362-635-845,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
109,Sophia,Jones,Moore,34,female,sophia.jones@x.dummyjson.com,+92 230-523-9981,sophiam,sophiampass,1991-5-21,https://dummyjson.com/icon/sophiam/128,AB+,187.2,61.59,Amber,"{'color': 'Green', 'type': 'Wavy'}",199.163.24.60,"{'address': '895 Sixth Street', 'city': 'Phoenix', 'state': 'Georgia', 'stateCode': 'GA', 'postalCode': '24752', 'coordinates': {'lat': 3.39453, 'lng': -101.97078}, 'country': 'United States'}",e9:4b:99:81:79:4b,Pepperdine University,"{'cardExpire': '08/30', 'cardNumber': '379775725439426', 'cardType': 'American Express', 'currency': 'EUR', 'iban': 'FR83G6Q8NSLQJEO5WVUFZCKGRCR'}","{'department': 'Business Development', 'name': 'Bruen and Sons', 'title': 'Developer', 'address': {'address': '1987 Ninth Street', 'city': 'Fort Worth', 'state': 'Kansas', 'stateCode': 'KS', 'postalCode': '79219', 'coordinates': {'lat': 60.032851, 'lng': -96.007281}, 'country': 'United States'}}",658-704,159-600-174,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
110,Daniel,Taylor,,28,male,daniel.taylor@x.dummyjson.com,+92 944-656-6731,danielt,danieltpass,1997-12-21,https://dummyjson.com/icon/danielt/128,AB-,183.88,72.49,Blue,"{'color': 'Black', 'type': 'Kinky'}",54.218.41.97,"{'address': '339 Pine Street', 'city': 'San Francisco', 'state': 'Virginia', 'stateCode': 'VA', 'postalCode': '14050', 'coordinates': {'lat': 57.726676, 'lng': 172.872583}, 'country': 'United States'}",3f:6c:6:36:28:78,Boston University,"{'cardExpire': '05/29', 'cardNumber': '3554103710306636', 'cardType': 'JCB', 'currency': 'CAD', 'iban': 'DE01916325371900273488'}","{'department': 'Research and Development', 'name': 'Feeney LLC', 'title': 'Legal Counsel', 'address': {'address': '351 Adams Street', 'city': 'Seattle', 'state': 'New York', 'stateCode': 'NY', 'postalCode': '27310', 'coordinates': {'lat': -78.50925, 'lng': 49.895075}, 'country': 'United States'}}",505-706,546-835-777,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
111,Isabella,Jackson,White,37,female,isabella.jackson@x.dummyjson.com,+44 398-882-4460,isabellaw,isabellawpass,1988-12-26,https://dummyjson.com/icon/isabellaw/128,O-,192.2,96.97,Brown,"{'color': 'Purple', 'type': 'Wavy'}",3.244.185.83,"{'address': '200 Pine Street', 'city': 'Charlotte', 'state': 'Connecticut', 'stateCode': 'CT', 'postalCode': '80531', 'coordinates': {'lat': -67.335287, 'lng': -128.480048}, 'country': 'United States'}",5b:14:cc:6f:e:fe,Rice University,"{'cardExpire': '04/28', 'cardNumber': '348243157734051', 'cardType': 'American Express', 'currency': 'CNY', 'iban': 'DE11854447228099155449'}","{'department': 'Product Management', 'name': 'Gusikowski - Toy', 'title': 'Support Specialist', 'address': {'address': '1125 Fifth Street', 'city': 'Columbus', 'state': 'Colorado', 'stateCode': 'CO', 'postalCode': '10661', 'coordinates': {'lat': -14.542749, 'lng': 85.962775}, 'country': 'United States'}}",710-409,962-534-640,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
112,Alexander,Hernandez,,42,male,alexander.hernandez@x.dummyjson.com,+49 410-245-8608,alexanderh,alexanderhpass,1983-7-4,https://dummyjson.com/icon/alexanderh/128,B-,172.2,82.3,Blue,"{'color': 'Brown', 'type': 'Kinky'}",145.104.53.16,"{'address': '329 Second Street', 'city': 'Dallas', 'state': 'Idaho', 'stateCode': 'ID', 'postalCode': '49314', 'coordinates': {'lat': 14.101714, 'lng': -148.130379}, 'country': 'United States'}",4c:83:2a:82:f:c6,University of Florida,"{'cardExpire': '11/30', 'cardNumber': '3511024200905426', 'cardType': 'JCB', 'currency': 'JPY', 'iban': 'DE42863681794561041810'}","{'department': 'Sales', 'name': 'Gibson LLC', 'title': 'Chief Technology Officer', 'address': {'address': '176 Main Street', 'city': 'Seattle', 'state': 'Pennsylvania', 'stateCode': 'PA', 'postalCode': '61558', 'coordinates': {'lat': 25.794587, 'lng': 101.693435}, 'country': 'United States'}}",355-181,583-406-155,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
113,Mia,Miller,Martin,26,female,mia.miller@x.dummyjson.com,+1 484-466-3879,miam,miampass,1999-7-10,https://dummyjson.com/icon/miam/128,O-,197.72,54.7,Violet,"{'color': 'Green', 'type': 'Kinky'}",46.101.94.61,"{'address': '1706 First Street', 'city': 'Denver', 'state': 'Michigan', 'stateCode': 'MI', 'postalCode': '43350', 'coordinates': {'lat': -52.149832, 'lng': -103.851339}, 'country': 'United States'}",b:a0:a3:76:33:cb,California Institute of Technology (Caltech),"{'cardExpire': '01/27', 'cardNumber': '374812962083560', 'cardType': 'American Express', 'currency': 'AUD', 'iban': 'DE86403890980325102338'}","{'department': 'Services', 'name': 'Hilpert Inc', 'title': 'Chief Technology Officer', 'address': {'address': '1496 First Street', 'city': 'Houston', 'state': 'South Dakota', 'stateCode': 'SD', 'postalCode': '61335', 'coordinates': {'lat': -42.444117, 'lng': -7.268717}, 'country': 'United States'}}",566-866,351-261-751,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
114,Ethan,Thompson,,33,male,ethan.thompson@x.dummyjson.com,+1 872-403-3499,ethant,ethantpass,1992-1-10,https://dummyjson.com/icon/ethant/128,A-,153.05,79.71,Amber,"{'color': 'Gray', 'type': 'Kinky'}",236.39.153.193,"{'address': '1497 Tenth Street', 'city': 'Dallas', 'state': 'Tennessee', 'stateCode': 'TN', 'postalCode': '38792', 'coordinates': {'lat': 17.032342, 'lng': -23.993339}, 'country': 'United States'}",55:fb:cb:7e:dd:4d,University of California--Irvine,"{'cardExpire': '06/27', 'cardNumber': '6230059981368470', 'cardType': 'UnionPay', 'currency': 'EUR', 'iban': 'ES0879356122227694118579'}","{'department': 'Engineering', 'name': 'Schmeler - Spinka', 'title': 'Systems Analyst', 'address': {'address': '656 Madison Street', 'city': 'Seattle', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '83999', 'coordinates': {'lat': -22.186816, 'lng': -46.552856}, 'country': 'United States'}}",486-666,472-617-866,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
115,Charlotte,Davis,Brown,39,female,charlotte.davis@x.dummyjson.com,+91 908-214-6224,charlotteb,charlottebpass,1986-1-18,https://dummyjson.com/icon/charlotteb/128,B-,182.35,99.38,Amber,"{'color': 'Blonde', 'type': 'Wavy'}",147.246.166.48,"{'address': '1787 Sixth Street', 'city': 'Fort Worth', 'state': 'Massachusetts', 'stateCode': 'MA', 'postalCode': '41530', 'coordinates': {'lat': 40.199624, 'lng': -100.939984}, 'country': 'United States'}",92:10:92:b4:b7:22,Tufts University,"{'cardExpire': '08/30', 'cardNumber': '4130729891616491', 'cardType': 'Visa', 'currency': 'USD', 'iban': 'DE00047845969239925102'}","{'department': 'Product Management', 'name': 'Cruickshank LLC', 'title': 'Quality Assurance Engineer', 'address': {'address': '1414 Seventh Street', 'city': 'Seattle', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '66174', 'coordinates': {'lat': -17.546685, 'lng': -135.877971}, 'country': 'United States'}}",710-903,289-546-567,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
116,William,Lopez,,27,male,william.lopez@x.dummyjson.com,+49 254-368-2317,williaml,williamlpass,1998-11-1,https://dummyjson.com/icon/williaml/128,O+,186.91,50.32,Violet,"{'color': 'Blue', 'type': 'Kinky'}",160.129.222.72,"{'address': '566 Madison Street', 'city': 'Washington', 'state': 'Arkansas', 'stateCode': 'AR', 'postalCode': '28272', 'coordinates': {'lat': -86.122625, 'lng': 174.058446}, 'country': 'United States'}",dc:61:49:ad:14:4,University of California--San Diego,"{'cardExpire': '05/29', 'cardNumber': '6247374556177839', 'cardType': 'UnionPay', 'currency': 'PKR', 'iban': 'DE58392890975298184746'}","{'department': 'Marketing', 'name': 'Shields Group', 'title': 'Quality Assurance Engineer', 'address': {'address': '591 Seventh Street', 'city': 'Fort Worth', 'state': 'Massachusetts', 'stateCode': 'MA', 'postalCode': '54838', 'coordinates': {'lat': 67.409397, 'lng': 50.598541}, 'country': 'United States'}}",324-671,257-971-636,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
117,Amelia,Perez,Gonzalez,44,female,amelia.perez@x.dummyjson.com,+49 751-988-9521,ameliag,ameliagpass,1981-1-29,https://dummyjson.com/icon/ameliag/128,B+,186.66,80.38,Brown,"{'color': 'Brown', 'type': 'Wavy'}",249.222.49.78,"{'address': '25 Elm Street', 'city': 'New York', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '88314', 'coordinates': {'lat': -55.895738, 'lng': -117.829232}, 'country': 'United States'}",1:64:41:63:ca:9e,University of Michigan--Ann Arbor,"{'cardExpire': '05/30', 'cardNumber': '349189566293370', 'cardType': 'American Express', 'currency': 'EUR', 'iban': 'IT88GLSNDVETYALH79DUSDQWYBNMA'}","{'department': 'Services', 'name': 'Swift - Stamm', 'title': 'Chief Executive Officer', 'address': {'address': '1390 Pine Street', 'city': 'Philadelphia', 'state': 'Maine', 'stateCode': 'ME', 'postalCode': '21632', 'coordinates': {'lat': -19.615702, 'lng': 42.511462}, 'country': 'United States'}}",836-867,769-496-865,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
118,Benjamin,Wilson,,31,male,benjamin.wilson@x.dummyjson.com,+91 482-329-9835,benjaminw,benjaminwpass,1994-3-11,https://dummyjson.com/icon/benjaminw/128,A-,154.98,88.95,Green,"{'color': 'Gray', 'type': 'Kinky'}",198.187.169.104,"{'address': '1469 Elm Street', 'city': 'Philadelphia', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '47295', 'coordinates': {'lat': 25.447567, 'lng': -84.61101}, 'country': 'United States'}",da:86:2b:7:2c:43,Harvard University,"{'cardExpire': '07/30', 'cardNumber': '6011077992458291', 'cardType': 'Discover', 'currency': 'NZD', 'iban': 'DE65736872101851256314'}","{'department': 'Research and Development', 'name': 'Parker Inc', 'title': 'Developer', 'address': {'address': '1207 Elm Street', 'city': 'Fort Worth', 'state': 'Oregon', 'stateCode': 'OR', 'postalCode': '70473', 'coordinates': {'lat': -42.1999, 'lng': 54.195477}, 'country': 'United States'}}",718-637,103-362-760,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
119,Liam,Gonzalez,Rodriguez,35,male,liam.gonzalez@x.dummyjson.com,+1 803-794-6247,liamr,liamrpass,1990-9-14,https://dummyjson.com/icon/liamr/128,AB-,182.76,76.81,Green,"{'color': 'Gray', 'type': 'Curly'}",234.42.59.250,"{'address': '1628 Adams Street', 'city': 'Columbus', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '31018', 'coordinates': {'lat': -7.51515, 'lng': 115.577498}, 'country': 'United States'}",14:6:e:a9:22:34,University of Wisconsin--Madison,"{'cardExpire': '06/27', 'cardNumber': '3516111681641599', 'cardType': 'JCB', 'currency': 'GBP', 'iban': 'GB15QCNK0YN13MOM11MK2M'}","{'department': 'Support', 'name': 'Considine, Stiedemann and Doyle', 'title': 'Business Analyst', 'address': {'address': '420 Cedar Street', 'city': 'Charlotte', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '55092', 'coordinates': {'lat': 39.59137, 'lng': 84.33919}, 'country': 'United States'}}",860-555,644-906-635,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
120,Evelyn,Walker,Flores,38,female,evelyn.walker@x.dummyjson.com,+44 478-401-7533,evelynf,evelynfpass,1987-8-24,https://dummyjson.com/icon/evelynf/128,O-,178.35,56.33,Blue,"{'color': 'Black', 'type': 'Wavy'}",38.99.12.157,"{'address': '310 Madison Street', 'city': 'Phoenix', 'state': 'Arizona', 'stateCode': 'AZ', 'postalCode': '16437', 'coordinates': {'lat': -62.62634, 'lng': -47.556406}, 'country': 'United States'}",9a:6a:39:30:cb:e9,University of California--Santa Barbara,"{'cardExpire': '06/27', 'cardNumber': '3624706703512915', 'cardType': 'Diners Club International', 'currency': 'EUR', 'iban': 'IT11I7OH0LNMRH9TWLYIYJSEN90DP'}","{'department': 'Research and Development', 'name': 'Kunde and Sons', 'title': 'Developer', 'address': {'address': '1235 Washington Street', 'city': 'Washington', 'state': 'Hawaii', 'stateCode': 'HI', 'postalCode': '75984', 'coordinates': {'lat': 83.340801, 'lng': -73.309088}, 'country': 'United States'}}",802-341,994-757-186,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
121,Ava,Harris,,30,female,ava.harris@x.dummyjson.com,+44 422-227-6412,avahx,avahxpass,1995-8-26,https://dummyjson.com/icon/avahx/128,A-,199.36,63.3,Blue,"{'color': 'Brown', 'type': 'Wavy'}",23.127.175.229,"{'address': '518 Elm Street', 'city': 'San Antonio', 'state': 'Florida', 'stateCode': 'FL', 'postalCode': '35171', 'coordinates': {'lat': 74.817644, 'lng': 15.72801}, 'country': 'United States'}",4:c3:e9:35:23:2a,University of Florida,"{'cardExpire': '02/30', 'cardNumber': '3622583668551978', 'cardType': 'Diners Club International', 'currency': 'JPY', 'iban': 'DE72545287965967528178'}","{'department': 'Marketing', 'name': 'Lebsack Inc', 'title': 'Engineer', 'address': {'address': '1495 First Street', 'city': 'Columbus', 'state': 'Alaska', 'stateCode': 'AK', 'postalCode': '64989', 'coordinates': {'lat': 18.943383, 'lng': -136.717336}, 'country': 'United States'}}",715-161,906-771-261,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
122,Liam,Smith,Thomas,45,male,liam.smith@x.dummyjson.com,+44 293-526-4966,liamt,liamtpass,1980-11-24,https://dummyjson.com/icon/liamt/128,A-,180.32,97.71,Red,"{'color': 'Blonde', 'type': 'Wavy'}",223.143.73.113,"{'address': '781 Jefferson Street', 'city': 'Jacksonville', 'state': 'Vermont', 'stateCode': 'VT', 'postalCode': '34638', 'coordinates': {'lat': 60.431607, 'lng': 37.172499}, 'country': 'United States'}",90:df:b7:26:95:1,Georgetown University,"{'cardExpire': '05/27', 'cardNumber': '6214553637200533', 'cardType': 'UnionPay', 'currency': 'CAD', 'iban': 'DE20832166752783097377'}","{'department': 'Research and Development', 'name': 'Gutmann - Von', 'title': 'Business Analyst', 'address': {'address': '1582 Seventh Street', 'city': 'Jacksonville', 'state': 'Maryland', 'stateCode': 'MD', 'postalCode': '51984', 'coordinates': {'lat': 83.657797, 'lng': 66.394967}, 'country': 'United States'}}",330-992,380-574-498,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
123,Harper,King,Baker,24,female,harper.king@x.dummyjson.com,+92 865-719-5676,harperb,harperbpass,2001-6-17,https://dummyjson.com/icon/harperb/128,A+,156.42,67.02,Amber,"{'color': 'Black', 'type': 'Kinky'}",60.163.119.248,"{'address': '881 Lincoln Street', 'city': 'Phoenix', 'state': 'Washington', 'stateCode': 'WA', 'postalCode': '60136', 'coordinates': {'lat': 63.580461, 'lng': 20.01683}, 'country': 'United States'}",aa:b8:2b:92:fa:a1,Georgetown University,"{'cardExpire': '08/28', 'cardNumber': '6011081116356183', 'cardType': 'Discover', 'currency': 'INR', 'iban': 'DE00577496693166255034'}","{'department': 'Services', 'name': 'Wisoky - Rowe', 'title': 'Chief Information Officer', 'address': {'address': '1939 Seventh Street', 'city': 'Jacksonville', 'state': 'Washington', 'stateCode': 'WA', 'postalCode': '64299', 'coordinates': {'lat': 72.267762, 'lng': -153.857502}, 'country': 'United States'}}",119-632,474-558-231,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
124,Noah,Lewis,,40,male,noah.lewis@x.dummyjson.com,+61 396-867-4229,noahl,noahlpass,1985-6-9,https://dummyjson.com/icon/noahl/128,AB-,168.71,86.15,Green,"{'color': 'Brown', 'type': 'Curly'}",210.106.253.177,"{'address': '41 Fifth Street', 'city': 'Denver', 'state': 'Alabama', 'stateCode': 'AL', 'postalCode': '42655', 'coordinates': {'lat': 62.7964, 'lng': -10.481867}, 'country': 'United States'}",e3:f5:6d:86:ed:bd,Yale University,"{'cardExpire': '01/30', 'cardNumber': '3553297247069104', 'cardType': 'JCB', 'currency': 'EUR', 'iban': 'FR89F3HKAI2Q8MPK3JKJ43YQIT7'}","{'department': 'Research and Development', 'name': 'Satterfield, Shields and Littel', 'title': 'Project Manager', 'address': {'address': '596 Third Street', 'city': 'Seattle', 'state': 'Minnesota', 'stateCode': 'MN', 'postalCode': '30859', 'coordinates': {'lat': -9.449962, 'lng': 124.358321}, 'country': 'United States'}}",898-556,711-488-725,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
125,Logan,Lee,,46,male,logan.lee@x.dummyjson.com,+92 231-690-1885,loganlx,loganlxpass,1979-10-18,https://dummyjson.com/icon/loganlx/128,O+,180.04,92.82,Brown,"{'color': 'Blonde', 'type': 'Straight'}",84.172.241.191,"{'address': '474 Washington Street', 'city': 'Los Angeles', 'state': 'Oregon', 'stateCode': 'OR', 'postalCode': '85616', 'coordinates': {'lat': -84.199564, 'lng': -88.786066}, 'country': 'United States'}",b0:84:9f:82:c1:7e,University of North Carolina--Chapel Hill,"{'cardExpire': '12/27', 'cardNumber': '4292999200530725', 'cardType': 'Visa', 'currency': 'GBP', 'iban': 'GB11R050CU0GPV3SAUA76Y'}","{'department': 'Training', 'name': 'Kshlerin, Mitchell and Wilderman', 'title': 'Sales Manager', 'address': {'address': '872 Lincoln Street', 'city': 'San Jose', 'state': 'New York', 'stateCode': 'NY', 'postalCode': '65774', 'coordinates': {'lat': -58.524623, 'lng': -141.304585}, 'country': 'United States'}}",280-179,287-818-162,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,"{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
